Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
rolex-datejust-36-blaues-zifferblatt-oysterband-p459,"Rolex Datejust 36, blaues Zifferblatt, Oysterband","<p>Hier präsentieren wir die Rolex Datejust 36 im Full Set aus dem Jahr 2009. Unsere Bilder sind unbearbeitet und zeigen jedes Detail — mehr, als das bloße Auge wahrnimmt.</p><table><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Referenz</th><td>116200</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Baujahr</th><td>2009</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Durchmesser</th><td>36 mm</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Gehäuse</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Zifferblatt</th><td>Blau</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Band</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Werk</th><td>Automatik</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Lieferumfang</th><td>Full Set, Papiere, Box</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Zustand</th><td>Sehr gut</td></tr></table><p>Jede Uhr wird vor dem Verkauf geprüft. 12 Monate Garantie auf das Werk, 14 Tage Rückgaberecht, weltweiter versicherter Versand oder persönliche Übergabe in unserem Showroom in Frankfurt.</p>",Rolex,Armbanduhr,"Rolex, 116200, 2009, Sehr gut, Full Set",TRUE,Titel,Einzelstück,RLX-DTJ-36-ZB2,shopify,1,deny,manual,6350,TRUE,TRUE,https://hahn-vo-df1c.vercel.app/assets/products/p459/2.jpg,1,"Rolex Datejust 36, blaues Zifferblatt, Oysterband",active
rolex-datejust-36-blaues-zifferblatt-oysterband-p459,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p459/0.jpg,2,"Rolex Datejust 36, blaues Zifferblatt, Oysterband",
rolex-datejust-36-blaues-zifferblatt-oysterband-p459,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p459/1.jpg,3,"Rolex Datejust 36, blaues Zifferblatt, Oysterband",
rolex-datejust-36-blaues-zifferblatt-oysterband-p459,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p459/3.jpg,4,"Rolex Datejust 36, blaues Zifferblatt, Oysterband",
rolex-datejust-36-blaues-zifferblatt-oysterband-p459,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p459/4.jpg,5,"Rolex Datejust 36, blaues Zifferblatt, Oysterband",
rolex-datejust-36-blaues-zifferblatt-oysterband-p459,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p459/5.jpg,6,"Rolex Datejust 36, blaues Zifferblatt, Oysterband",
rolex-datejust-36-blaues-zifferblatt-jubilee-p458,"Rolex Datejust 36, blaues Zifferblatt, Jubilee","<p>Hier präsentieren wir die Rolex Datejust 36 neuwertig & ungetragen aus dem Jahr 2022 im Full Set. Unsere Bilder sind unbearbeitet und zeigen jedes Detail — mehr, als das bloße Auge wahrnimmt.</p><table><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Referenz</th><td>126200</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Baujahr</th><td>2022</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Durchmesser</th><td>36 mm</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Gehäuse</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Zifferblatt</th><td>Blau</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Band</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Werk</th><td>Automatik</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Lieferumfang</th><td>Full Set, Papiere, Box</td></tr></table><p>Jede Uhr wird vor dem Verkauf geprüft. 12 Monate Garantie auf das Werk, 14 Tage Rückgaberecht, weltweiter versicherter Versand oder persönliche Übergabe in unserem Showroom in Frankfurt.</p>",Rolex,Armbanduhr,"Rolex, 126200, 2022, Full Set",TRUE,Titel,Einzelstück,RLX-DTJ-36-ZB1,shopify,1,deny,manual,9490,TRUE,TRUE,https://hahn-vo-df1c.vercel.app/assets/products/p458/0.jpg,1,"Rolex Datejust 36, blaues Zifferblatt, Jubilee",active
rolex-datejust-36-blaues-zifferblatt-jubilee-p458,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p458/1.jpg,2,"Rolex Datejust 36, blaues Zifferblatt, Jubilee",
rolex-datejust-36-blaues-zifferblatt-jubilee-p458,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p458/2.jpg,3,"Rolex Datejust 36, blaues Zifferblatt, Jubilee",
rolex-datejust-36-blaues-zifferblatt-jubilee-p458,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p458/3.jpg,4,"Rolex Datejust 36, blaues Zifferblatt, Jubilee",
rolex-datejust-36-blaues-zifferblatt-jubilee-p458,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p458/4.jpg,5,"Rolex Datejust 36, blaues Zifferblatt, Jubilee",
rolex-datejust-36-blaues-zifferblatt-jubilee-p458,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p458/5.jpg,6,"Rolex Datejust 36, blaues Zifferblatt, Jubilee",
omega-speedmaster-38-mm-p457,Omega Speedmaster 38 mm,"<p>Hier präsentieren wir die Omega Speedmaster aus dem Jahr 2018 im Full Set. Unsere Bilder sind unbearbeitet und zeigen jedes Detail — mehr, als das bloße Auge wahrnimmt.</p><table><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Referenz</th><td>324.30.38.50.06.001</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Baujahr</th><td>2018</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Durchmesser</th><td>38 mm</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Gehäuse</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Zifferblatt</th><td>Grau</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Band</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Lieferumfang</th><td>Full Set, Papiere, Box</td></tr></table><p>Jede Uhr wird vor dem Verkauf geprüft. 12 Monate Garantie auf das Werk, 14 Tage Rückgaberecht, weltweiter versicherter Versand oder persönliche Übergabe in unserem Showroom in Frankfurt.</p>",Omega,Armbanduhr,"Omega, 324.30.38.50.06.001, 2018, Full Set",TRUE,Titel,Einzelstück,MG-SPD-38M-324,shopify,1,deny,manual,3790,TRUE,TRUE,https://hahn-vo-df1c.vercel.app/assets/products/p457/0.jpg,1,Omega Speedmaster 38 mm,active
omega-speedmaster-38-mm-p457,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p457/1.jpg,2,Omega Speedmaster 38 mm,
omega-speedmaster-38-mm-p457,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p457/2.jpg,3,Omega Speedmaster 38 mm,
omega-speedmaster-38-mm-p457,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p457/3.jpg,4,Omega Speedmaster 38 mm,
omega-speedmaster-38-mm-p457,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p457/4.jpg,5,Omega Speedmaster 38 mm,
omega-speedmaster-38-mm-p457,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p457/5.jpg,6,Omega Speedmaster 38 mm,
glashuette-original-panomatic-lunar-p456,Glashütte Original Panomatic Lunar,"<p>Hier präsentieren wir die Glashütte Original Panomatic Lunar aus dem Jahr 2022 im Full Set. Unsere Bilder sind unbearbeitet und zeigen jedes Detail — mehr, als das bloße Auge wahrnimmt.</p><table><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Referenz</th><td>1-90-02-42-32-05</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Baujahr</th><td>2022</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Durchmesser</th><td>40 mm</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Gehäuse</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Zifferblatt</th><td>Silber</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Band</th><td>Leder</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Lieferumfang</th><td>Full Set, Papiere, Box</td></tr></table><p>Jede Uhr wird vor dem Verkauf geprüft. 12 Monate Garantie auf das Werk, 14 Tage Rückgaberecht, weltweiter versicherter Versand oder persönliche Übergabe in unserem Showroom in Frankfurt.</p>",Glashütte Original,Armbanduhr,"Glashütte Original, 1-90-02-42-32-05, 2022, Full Set",TRUE,Titel,Einzelstück,XN-GLS-RGN-PNM,shopify,1,deny,manual,8290,TRUE,TRUE,https://hahn-vo-df1c.vercel.app/assets/products/p456/0.jpg,1,Glashütte Original Panomatic Lunar,active
glashuette-original-panomatic-lunar-p456,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p456/1.jpg,2,Glashütte Original Panomatic Lunar,
glashuette-original-panomatic-lunar-p456,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p456/2.jpg,3,Glashütte Original Panomatic Lunar,
glashuette-original-panomatic-lunar-p456,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p456/3.jpg,4,Glashütte Original Panomatic Lunar,
glashuette-original-panomatic-lunar-p456,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p456/4.jpg,5,Glashütte Original Panomatic Lunar,
glashuette-original-panomatic-lunar-p456,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p456/5.jpg,6,Glashütte Original Panomatic Lunar,
iwc-big-pilot-top-gun-keramik-46-mm-p454,IWC Big Pilot Top Gun Keramik 46 mm,"<p>Hier präsentieren wir die IWC Big Pilot Top Gun aus dem Jahr 2017 im Full Set.</p><table><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Referenz</th><td>IW502001</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Baujahr</th><td>2017</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Durchmesser</th><td>46 mm</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Gehäuse</th><td>Keramik</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Zifferblatt</th><td>Schwarz</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Band</th><td>Leder</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Lieferumfang</th><td>Full Set, Papiere, Box</td></tr></table><p>Jede Uhr wird vor dem Verkauf geprüft. 12 Monate Garantie auf das Werk, 14 Tage Rückgaberecht, weltweiter versicherter Versand oder persönliche Übergabe in unserem Showroom in Frankfurt.</p>",IWC,Armbanduhr,"IWC, IW502001, 2017, Full Set",TRUE,Titel,Einzelstück,IWC-BIG-PLT-TOP,shopify,1,deny,manual,7790,TRUE,TRUE,https://hahn-vo-df1c.vercel.app/assets/products/p454/0.jpg,1,IWC Big Pilot Top Gun Keramik 46 mm,active
iwc-big-pilot-top-gun-keramik-46-mm-p454,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p454/1.jpg,2,IWC Big Pilot Top Gun Keramik 46 mm,
iwc-big-pilot-top-gun-keramik-46-mm-p454,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p454/2.jpg,3,IWC Big Pilot Top Gun Keramik 46 mm,
iwc-big-pilot-top-gun-keramik-46-mm-p454,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p454/3.jpg,4,IWC Big Pilot Top Gun Keramik 46 mm,
iwc-big-pilot-top-gun-keramik-46-mm-p454,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p454/4.jpg,5,IWC Big Pilot Top Gun Keramik 46 mm,
iwc-big-pilot-top-gun-keramik-46-mm-p454,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p454/5.jpg,6,IWC Big Pilot Top Gun Keramik 46 mm,
rolex-submariner-date-p452,Rolex Submariner Date,"<p>Hier präsentieren wir die Rolex Submariner Date aus dem Jahr 2022 im Full Set. Unsere Bilder sind unbearbeitet und zeigen jedes Detail — mehr, als das bloße Auge wahrnimmt.</p><table><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Referenz</th><td>126610LN</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Baujahr</th><td>2022</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Durchmesser</th><td>41 mm</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Gehäuse</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Zifferblatt</th><td>Schwarz</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Band</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Werk</th><td>Automatik</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Lieferumfang</th><td>Full Set, Papiere, Box</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Zustand</th><td>Sehr gut</td></tr></table><p>Jede Uhr wird vor dem Verkauf geprüft. 12 Monate Garantie auf das Werk, 14 Tage Rückgaberecht, weltweiter versicherter Versand oder persönliche Übergabe in unserem Showroom in Frankfurt.</p>",Rolex,Armbanduhr,"Rolex, 126610LN, 2022, Sehr gut, Full Set",TRUE,Titel,Einzelstück,RLX-SBM-DT-126,shopify,1,deny,manual,11950,TRUE,TRUE,https://hahn-vo-df1c.vercel.app/assets/products/p452/0.jpg,1,Rolex Submariner Date,active
rolex-submariner-date-p452,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p452/1.jpg,2,Rolex Submariner Date,
rolex-submariner-date-p452,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p452/2.jpg,3,Rolex Submariner Date,
rolex-submariner-date-p452,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p452/3.jpg,4,Rolex Submariner Date,
rolex-submariner-date-p452,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p452/4.jpg,5,Rolex Submariner Date,
sinn-103-st-chronograph-automatik-p451,Sinn 103 St Chronograph Automatik,"<p>Hier präsentieren wir die Sinn 103 Chronograph aus dem Jahr 2015 im Full Set. Unsere Bilder sind unbearbeitet und zeigen jedes Detail — mehr, als das bloße Auge wahrnimmt.</p><table><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Referenz</th><td>103</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Baujahr</th><td>2015</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Durchmesser</th><td>41 mm</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Gehäuse</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Zifferblatt</th><td>Schwarz</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Band</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Lieferumfang</th><td>Full Set, Papiere, Box</td></tr></table><p>Jede Uhr wird vor dem Verkauf geprüft. 12 Monate Garantie auf das Werk, 14 Tage Rückgaberecht, weltweiter versicherter Versand oder persönliche Übergabe in unserem Showroom in Frankfurt.</p>",Sinn,Armbanduhr,"Sinn, 103, 2015, Full Set",TRUE,Titel,Einzelstück,SNN-103-CHR-TMT,shopify,1,deny,manual,2190,TRUE,TRUE,https://hahn-vo-df1c.vercel.app/assets/products/p451/0.jpg,1,Sinn 103 St Chronograph Automatik,active
sinn-103-st-chronograph-automatik-p451,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p451/1.jpg,2,Sinn 103 St Chronograph Automatik,
sinn-103-st-chronograph-automatik-p451,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p451/2.jpg,3,Sinn 103 St Chronograph Automatik,
sinn-103-st-chronograph-automatik-p451,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p451/3.jpg,4,Sinn 103 St Chronograph Automatik,
sinn-103-st-chronograph-automatik-p451,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p451/4.jpg,5,Sinn 103 St Chronograph Automatik,
sinn-103-st-chronograph-automatik-p451,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p451/5.jpg,6,Sinn 103 St Chronograph Automatik,
iwc-portugieser-handaufzug-p450,IWC Portugieser Handaufzug,"<p>Hier präsentieren wir die IWC Portugieser Handaufzug mit Box und Service-Garantiekarte. Unsere Bilder sind unbearbeitet und zeigen jedes Detail — mehr, als das bloße Auge wahrnimmt.</p><table><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Referenz</th><td>IW545405</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Durchmesser</th><td>44 mm</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Gehäuse</th><td>Edelstahl</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Zifferblatt</th><td>Weiß</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Band</th><td>Leder</td></tr><tr><th align=""left"" style=""padding:4px 18px 4px 0"">Lieferumfang</th><td>Garantiekarte, Box</td></tr></table><p>Jede Uhr wird vor dem Verkauf geprüft. 12 Monate Garantie auf das Werk, 14 Tage Rückgaberecht, weltweiter versicherter Versand oder persönliche Übergabe in unserem Showroom in Frankfurt.</p>",IWC,Armbanduhr,"IWC, IW545405",TRUE,Titel,Einzelstück,IWC-PRT-HND-W54,shopify,1,deny,manual,4190,TRUE,TRUE,https://hahn-vo-df1c.vercel.app/assets/products/p450/0.jpg,1,IWC Portugieser Handaufzug,active
iwc-portugieser-handaufzug-p450,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p450/1.jpg,2,IWC Portugieser Handaufzug,
iwc-portugieser-handaufzug-p450,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p450/2.jpg,3,IWC Portugieser Handaufzug,
iwc-portugieser-handaufzug-p450,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p450/3.jpg,4,IWC Portugieser Handaufzug,
iwc-portugieser-handaufzug-p450,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p450/4.jpg,5,IWC Portugieser Handaufzug,
iwc-portugieser-handaufzug-p450,,,,,,,,,,,,,,,,,https://hahn-vo-df1c.vercel.app/assets/products/p450/5.jpg,6,IWC Portugieser Handaufzug,
